205	9.7	828.3	6.08	1552
46	8.2	791.5	10.2	1443.3
794	6.4	1057.8	9	1096.5
325	8.1	803	13.08	1571.7
500	6.2	1252.2	10.43	1368
215	9.4	585.6	8.12	1594
383	7.8	701	11.85	1590.5
54	8.3	532.1	13.98	1702.3
630	6.6	834.2	13	1432.6
413	8.3	721.9	10.57	1627
481	7.5	735.7	10.58	1642.1
42	7.9	520.8	13.43	1805.3
242	8.4	1028.4	8.07	1432.1
164	8.5	417.1	11.28	1459.1
462	8	749.7	10.93	1691.8
560	7.6	902	9.67	1651.2
4	8.4	823.6	7.47	1455.5
622	7.2	1523.7	8.27	1304.9
239	8.5	634	10.9	1563.3
40	8.6	685.8	8.68	1326
330	7.7	709.7	11.55	1491.6
789	6.6	1402.6	12	1390.7
450	8	1101.6	8.97	1527.8
40	8.8	502.8	12.78	1479
252	9.8	803.8	7.98	1668.4
445	7	1004.4	8.38	1277.2
60	8.8	564.3	13.5	1594.8
58	8.9	589.2	13.3	1624.9
36	9.3	555.8	13.3	1623.2
49	9.4	583.8	13.4	1673.5
84	9.2	469.2	11.7	1498.6
120	10.1	706	7.07	1358.5
363	8.8	876	6.68	1688.9
290	7.7	901.7	8.52	1412.9
412	7.5	965.2	9.48	1518.8
80	10	515.9	12.32	1483.6
21	9.4	752.5	6.53	1514.6
45	8.3	662.7	10.68	1615.3
15	8.4	535.8	11.18	1693.5
62	10.2	680.6	7.13	1461.3
875	6.8	888.9	8.33	1503.5
5	9.1	784.4	6.73	1661.5
373	8.3	625.5	9.63	1639.5
1	8.8	709.7	8.47	1426.5
9	8.1	856.5	9.7	1472.3
607	5.9	1263.8	10.6	1474.2
88	8.8	618.4	10.43	1514.3
5	8.8	693.8	8.78	1482.9
7	9	741.4	8.57	1480.2
1142	2.9	1814.1	10.62	1353.1
549	7.8	1258.3	11.93	1633.3
310	7.8	908.8	9.78	1492.1
340	8.1	804.1	9.32	1596.3
77	7.8	850	9.93	1420.6
68	9.2	644.8	9.08	1391.5
39	8.9	656.2	10.02	1470.6
396	7.9	752.4	12.67	1660.4
418	7.9	700.7	12.87	1532.6
566	6.2	1326	10.33	1337.9
69	8.9	563	14.32	1679
5	8.9	818.5	8.7	1635.8
133	10	673.5	8.58	1685.8
480	7.9	814	7.05	1633.6
696	7.4	1503.5	8.48	1540.9
97	8.5	559.8	13.57	1626
677	7	819.4	8.5	1697
227	8.9	666.7	13.75	1581.4
192	8.3	1097.9	9.03	1358.8
692	6.9	756.7	8.53	1641.9
37	10.3	772.9	6.77	1504.1
37	10.3	756.8	6.75	1473.4
123	8.8	644.2	9.88	1317.5
146	8.5	507.5	11.57	1504
460	7.7	835.8	10.12	1393.4
85	9.8	723.3	6.55	1495.7
12	9.1	767.8	7.18	1547.4
0	8.8	805.1	7.22	1512
144	8.6	1200.2	7.42	1367.1
705	6.8	942.3	9.3	1671.8
600	6.8	1403.5	8.47	1410.4
443.6	7.8	803.7	11.8	1659.9
18	8.3	819.9	9.32	1585.4
316	7.9	500.4	10.95	1588.3
408	8.8	1096.7	9.53	1554.8
270	8.6	701.4	11	1548.5
234	10.1	680.6	7.65	1668.2
150	9.6	931.4	6.97	1453.7
1486	3.3	1909.2	8	1641.2
1213	2.9	1117.7	12.95	1515.6
45	8.2	918.9	9.42	1482.9
112	9.7	657.8	8.58	1586.1
125	9.7	648.6	8.67	1515.3
48	8.7	527.4	14.53	1689.1
481	9.1	962.6	7.93	1731.1
2	8.4	809.2	9.23	1241.5
797	6.6	1680.7	8.4	1721.4
928	5.9	1190.4	8.25	1615.4
523	6.7	701.1	11.03	1521.5
394	9.1	1009.6	9.48	1691
8	8.7	756.3	7.93	1247.5
255	8	664.7	9.67	1368
47	8.5	562.8	11.38	1517.1
719	6.5	1363.5	11.05	1668.2
118	9.9	548.1	7.95	1587
35	8.6	523.4	12.15	1618.7
311	7.8	591.5	12.12	1601.9
90	10	666.6	8.52	1534.1
186	9.1	652.6	8.68	1504.2
2	8.5	791	9.42	1564.3
238	8.2	656.7	14.95	1649.1
173	8.7	644.9	9.95	1421.8
58	8.1	566.3	12.1	1610.7
27	8.3	703	10.67	1595.8
6	8.1	565	13.4	1739
40	7.8	603	12.33	1606.6
42	8.7	713.9	8.22	1435.4
1436	2.7	1443.6	13.13	1676.8
55	7.9	482.7	13.93	1704
300	7.4	1052.5	10.23	1291.4
567	6.1	1280.7	10.33	1328.9
93	9.1	450.8	11.95	1403.7
11	8.6	770.3	9.98	1557
22	9.4	783.6	9.97	1486.8
18	9	790.4	10.12	1454
59	8.9	655.6	9.67	1501.4
269	8.5	811.1	10.53	1358.8
404	6.8	552.6	11.13	1510.3
111	10.6	726.7	8.65	1550.9
500	6.8	879.3	10.12	1355.6
496	7.7	860.9	7.98	1394.7
4	9.1	718.6	7.88	1682.8
140	8.9	608	11.02	1372.6
2	8.2	836.6	9	1540
77	9.3	817.6	8.68	1471.1
350	8.5	1422	8.43	1313.3
530	6.9	983.2	6.55	1428.9
272	8.7	718.1	9.73	1385.4
1053	5.9	1730.9	10.43	1603.7
883	5.6	1405.8	8.1	1601.7
1008	6.1	1434	8.15	1765.3
567	6.4	742	11.87	1541.8
242	7.7	756	9.47	1254
977	6.5	1209.8	11	1820.3
17	8	815.7	9.53	1573.8
128	8.9	795.1	9.45	1273.2
440	6.9	1028.1	9.53	1335.1
1125	4.8	1930.8	8.2	1583.8
438	7.6	872	11.67	1734.6
3	8.2	864	9.05	1499
37	7.8	809.9	9.13	1505.1
712	6.8	1599.8	10.03	1667.4
155	9.3	584.7	11.58	1427.2
7	8.6	791.5	7.9	1506.3
91	9.6	675.7	6.4	1464.7
75	8.7	534.8	13.1	1672.8
839	4.9	1475.9	8.48	1353.5
270	9.4	655.6	7.73	1403.2
505	7.3	860.1	6.52	1527.8
