307	130	3504	18
350	165	3693	15
318	150	3436	18
304	150	3433	16
302	140	3449	17
429	198	4341	15
454	220	4354	14
440	215	4312	14
455	225	4425	14
390	190	3850	15
383	170	3563	15
340	160	3609	14
400	150	3761	15
455	225	3086	14
113	95	2372	24
198	95	2833	22
199	97	2774	18
200	85	2587	21
97	88	2130	27
97	46	1835	26
110	87	2672	25
107	90	2430	24
104	95	2375	25
121	113	2234	26
199	90	2648	21
360	215	4615	10
307	200	4376	10
318	210	4382	11
304	193	4732	9
97	88	2130	27
140	90	2264	28
113	95	2228	25
98	0	2046	25
232	100	2634	19
225	105	3439	16
250	100	3329	17
250	88	3302	19
232	100	3288	18
350	165	4209	14
400	175	4464	14
351	153	4154	14
318	150	4096	14
383	180	4955	12
400	170	4746	13
400	175	5140	13
258	110	2962	18
140	72	2408	22
250	100	3282	19
250	88	3139	18
122	86	2220	23
116	90	2123	28
79	70	2074	30
88	76	2065	30
71	65	1773	31
72	69	1613	35
97	60	1834	27
91	70	1955	26
113	95	2278	24
97.5	80	2126	25
97	54	2254	23
140	90	2408	20
122	86	2226	21
350	165	4274	13
400	175	4385	14
318	150	4135	15
351	153	4129	14
304	150	3672	17
429	208	4633	11
350	155	4502	13
350	160	4456	12
400	190	4422	13
70	97	2330	19
304	150	3892	15
307	130	4098	13
302	140	4294	13
318	150	4077	14
121	112	2933	18
121	76	2511	22
120	87	2979	21
96	69	2189	26
122	86	2395	22
97	92	2288	28
120	97	2506	23
98	80	2164	28
97	88	2100	27
350	175	4100	13
304	150	3672	14
350	145	3988	13
302	137	4042	14
318	150	3777	15
429	198	4952	12
400	150	4464	13
351	158	4363	13
318	150	4237	14
440	215	4735	13
455	225	4951	12
360	175	3821	13
225	105	3121	18
250	100	3278	16
232	100	2945	18
250	88	3021	18
198	95	2904	23
97	46	1950	26
400	150	4997	11
400	167	4906	12
360	170	4654	13
350	180	4499	12
232	100	2789	18
97	88	2279	20
140	72	2401	21
108	94	2379	22
70	90	2124	18
122	85	2310	19
155	107	2472	21
98	90	2265	26
350	145	4082	15
400	230	4278	16
68	49	1867	29
116	75	2158	24
114	91	2582	20
121	112	2868	19
318	150	3399	15
121	110	2660	24
156	122	2807	20
350	180	3664	11
198	95	3102	20
200	0	2875	21
232	100	2901	19
250	100	3336	15
79	67	1950	31
122	80	2451	26
71	65	1836	32
140	75	2542	25
250	100	3781	16
258	110	3632	16
225	105	3613	18
302	140	4141	16
350	150	4699	13
318	150	4457	14
302	140	4638	14
304	150	4257	14
98	83	2219	29
79	67	1963	26
97	78	2300	26
76	52	1649	31
83	61	2003	32
90	75	2125	28
90	75	2108	24
116	75	2246	26
120	97	2489	24
108	93	2391	26
79	67	2000	31
225	95	3264	19
250	105	3459	18
250	72	3432	15
250	72	3158	15
400	170	4668	16
350	145	4440	15
318	150	4498	16
351	148	4657	14
231	110	3907	17
250	105	3897	16
258	110	3730	15
225	95	3785	18
231	110	3039	21
262	110	3221	20
302	129	3169	13
97	75	2171	29
140	83	2639	23
232	100	2914	20
140	78	2592	23
134	96	2702	24
90	71	2223	25
119	97	2545	24
171	97	2984	18
90	70	1937	29
232	90	3211	19
115	95	2694	23
120	88	2957	23
121	98	2945	22
121	115	2671	25
91	53	1795	33
107	86	2464	28
116	81	2220	25
140	92	2572	25
98	79	2255	26
101	83	2202	27
305	140	4215	17.5
318	150	4190	16
304	120	3962	15.5
351	152	4215	14.5
225	100	3233	22
250	105	3353	22
200	81	3012	24
232	90	3085	22.5
85	52	2035	29
98	60	2164	24.5
90	70	1937	29
91	53	1795	33
225	100	3651	20
250	78	3574	18
250	110	3645	18.5
258	95	3193	17.5
97	71	1825	29.5
85	70	1990	32
97	75	2155	28
140	72	2565	26.5
130	102	3150	20
318	150	3940	13
120	88	3270	19
156	108	2930	19
168	120	3820	16.5
350	180	4380	16.5
350	145	4055	13
302	130	3870	13
318	150	3755	13
98	68	2045	31.5
111	80	2155	30
79	58	1825	36
122	96	2300	25.5
85	70	1945	33.5
305	145	3880	17.5
260	110	4060	17
318	145	4140	15.5
302	130	4295	15
250	110	3520	17.5
231	105	3425	20.5
225	100	3630	19
250	98	3525	18.5
400	180	4220	16
350	170	4165	15.5
400	190	4325	15.5
351	149	4335	16
97	78	1940	29
151	88	2740	24.5
97	75	2265	26
140	89	2755	25.5
98	63	2051	30.5
98	83	2075	33.5
97	67	1985	30
97	78	2190	30.5
146	97	2815	22
121	110	2600	21.5
80	110	2720	21.5
90	48	1985	43.1
98	66	1800	36.1
78	52	1985	32.8
85	70	2070	39.4
91	60	1800	36.1
260	110	3365	19.9
318	140	3735	19.4
302	139	3570	20.2
231	105	3535	19.2
200	95	3155	20.5
200	85	2965	20.2
140	88	2720	25.1
225	100	3430	20.5
